question,answer
기계설계과는 어떤 과인가요?,"4차 산업혁명 시대를 이끌어 나갈 기계기술인 양성을 위해 기초부터 응용기술에 이르는 현장감 있는 강의와 실습을 진행합니다. 본과에서는 이론과 실습교육을 바탕으로 각종 기계의 작동원리, 기계부품의 설계, 제작기술 및 기계장비의 운전과 정비를 교육하고, 빠르게 디지털화되는 기계장비를 다룰 수 있도록 디지털전기전자관련 융복합 교육을 실시합니다."
기계설계과는 주로 어떤 과목을 배우나요?,"주요 교과목은 재료역학, 유체역학, 기계가공실습, CAD실습, 기계정비실습, 공조냉동, CNC가공실습 등이 있습니다."
기계설계과의 취업분야는 어떻게 되나요?,"기계설비 운전 및 정비, 기계 설계 및 가공, 공조내동 설비, 기계 자동화 설비, 기술직 공무원 등이 있습니다."
기계설계공학과는 어떤 과인가요?,"융합기술 기반의 제품설계, 제어, 생산 분야 이론 및 실습 교육을 통해 실제 산업현장에서 설계 및 생산 효율을 향상 시킬 수 있는 전문 기술인 양성을 목표로 하고 있습니다. 또한 폭 넓은 응용능력 향상을 위하여 공학설계, 생산가공, 계측제어, 응용설계 등 다양한 전공영역의 연계를 바탕으로 한 IT 기반의 기계설계 분야 이론과 실무 교육의 실시로 취업 영역을 확대해 나가고 있습니다."
기계설계공학과는 주로 어떤 과목을 배우나요?,"주요 교과목은 CAD모델링, 인간공학설계, 3차원모델링실습, 머시닝센터가공, 구조역학, 기계설계, 마이크로 제어 및 계측공학 등이 있습니다."
기계설계공학과의 취업분야는 어떻게 되나요?,"기계설계, 생산관리, 기계가공, 기계제어 등이 있습니다."
메카트로닉스공학과는 어떤 과인가요?,"산업 자동화를 위해 메카트로닉스공학과에서는 집중화 된 메카트로닉스 분야의 이론과 실습을 산업체 현장에 맞추어 교육을 실시하며, 생산설비 자동화를 위한 로봇 및 자동화시스템 설비기술, 제어시스템 설계기술, 기계/ 전자가 융합된 기술을 습득한 전문기술인 양성을 목표로 하고 있습니다."
메카트로닉스공학과는 주로 어떤 과목을 배우나요?,"주요 교과목은 공기압제어실습, PLC제어실습, 모터제어실습, 3D모델링실습, 자동화시스템제어실습, PC기반제어실습, 자동화프로그래밍실습 등이 있습니다."
메카트로닉스공학과의 취업분야는 어떻게 되나요?,"전기/전자, 기계설비, 자동화시스템 분야, 공장자동화시스템의 운용 및 컨트 롤러 개발 분야, 자동화기기의 개발 분야 , 산업설비, 유공압기계, 공정설계 분야, 메카트로닉스 인터페이스회로 설계 분야 등이 있습니다."
조선기계공학과는 어떤 과인가요?,"우리나라 국가산업의 근간이 되는 조선산업과 기계산업 분야의 전문기술인 양성을 위한 선박설계, 캐드실습 교육뿐 아니라 최근 신산업으로 부상하고 있는 해양레저분야 전문가 양성을 위하여 요트설계 및 수리정비 등 체계적인 이론 및 실습 교육을 실시하고 있습니다. 더불어 해군과의 협약에 따라 해군 기술부사관 전공반을 운영하고 있어 졸업 후 직업군인으로써의 길도 열려 있습니다."
조선기계공학과는 주로 어떤 과목을 배우나요?,"주요 교과목은 2차원/3차원캐드설계, 선박배관생산설계실습, 선박건조실습, 박용접실습, 선박구조설계실습, 함정내연기관, 3D프린팅과 부품제작 등이 있습니다."
조선기계공학과의 취업분야는 어떻게 되나요?,"선박건조, 선박기자재 및 부품생산, 일반기계/운반기계 생산설계 및 제작, 중/대형선박, 레저선박, 소형선박 생산 및 생산설계, 해군 기술부사관 등이 있습니다."
항공기계공학과는 어떤 과인가요?,"1976년 국내 최초로 설립되어 국내 항공정비분야를 선도하고 있는 Top Frontier 학과로 항공기술 이론과 실무를 겸비한 전문 항공기술인을 양성하고 있습니다. 이를 위해 복잡한 항공기 기체 및 엔진부터 항공기 운용에 필수적인 각종 계통은 물론, 최첨단 항공기에서 중요도가 높아지는 항공전자 분야의 정비 능력까지 갖출 수 있도록 다양한 이론과 실무교육 및 운항사의 현장실습을 통한 최고의 All-in-One 교육 커리큘럼을 제공하고 있습니다."
항공기계공학과는 주로 어떤 과목을 배우나요?,"주요 교과목은 항공법 및 항공정비일반, 항공역학 및 비행성능, 항공기 기체 이론 및 실습, 항공기 엔진 이론 및 실습, 항공 전기전자/계기 이론 및 실습, 항공기 계통(시스템), 항공 디지털 공학 및 데이터 통신 등이 있습니다."
항공기계공학과의 취업분야는 어떻게 되나요?,"항공기 정비, 항공기 제작, 무인기 제작 및 개발, 일반 기계정비 및 장비 운영, 군무원 및 부사관 등이 있습니다."
자동차공학과는 어떤 과인가요?,"고도의 첨단화된 자동차산업에 필요한 인재를 육성하고자 이에 적합한 전공이론을 교육하고, 이와 관련된 실험실습을 통하여 자동차 생산, 자동차 부품 시험 및 개발, 자동차 정비 관련 업무등을 수행할 수 있는 이론과 실무를 겸비한 자동차분야 전문기술인 양성을 목표로 합니다."
자동차공학과는 주로 어떤 과목을 배우나요?,"주요 교과목은 하이브리드전기자동차, 하이브리드고장진단, 전기 이론, 전기자동차실습, 기관 이론, 기관 실습, 섀시 이론, 섀시 실습, 부품 설계, 기관성능 및 배출가스 실습 등이 있습니다."
자동차공학과의 취업분야는 어떻게 되나요?,"자동차 정비 (A/S), CAD 설계, 자동차 부품 시험 및 개발 등이 있습니다."
전기공학과는 어떤 과인가요?,"전통적인 전기분야, 미래성장산업인 지능형 전력망과 신재생에너지 분야에 필요한 전력, 전기기기, 전기설비, 전기/전자 부품 등에 대한 실무 중심의 이론과 실습교육을 하고 있으며, 다양한 산업체와의 산학협동을 통하여 우수 전문기술인 양성을 목표로 하고 있습니다."
전기공학과는 주로 어떤 과목을 배우나요?,"주요 교과목은 회로이론, 전자기학, 전기기기, 전력전자, 송배전/발변전, 마이크로프로세서, 반도체 공정 등이 있습니다."
전기공학과의 취업분야는 어떻게 되나요?,"전기설비설계 및 유지보수, 플랜트 유지보수 및 운용, 반도체장비 유지보수 및 운용, 자동화설비 설계 및 유지보수, 전기제품설계 등이 있습니다."
전자공학과는 어떤 과인가요?,"『가전기기 하드웨어 · 반도체· 로봇 소프트웨어 개발 기술자』라는 인재양성유형 목표달성을 위해, 1) 모듈식 반도체 및 임베디드시스템 교육과 실무 중심인 현장실습을 통한 현장 중심 기술배양능력, 2) 인성교육과 영어능력 향상 프로그램을 통한 국제적인 역량배양능력, 3) SK하이닉스 주문식 교육 트랙을 통한 실무기술능력 배양 등을 배움으로써, 4차산업 혁명 시대에 맞는 기술변화에 능동적이고, 개방적인 교육시스템을 구축하여 첨단 전자산업 분야를 이끌어 갈 전문 공학인 인재를 양성합니다."
전자공학과는 주로 어떤 과목을 배우나요?,"주요 교과목은 전기자기학, 회로이론, 디지털공학, C언어, 전자회로, 임베디드시스템, 로봇공학 등이 있습니다."
전자공학과의 취업분야는 어떻게 되나요?,"SK하이닉스, 삼성전자, LG전자 등 대기업체, 가전기기 산업 분야의 연구 개발자, 전자 관련 업체 설계 및 시스템 개발 분야, 생산 기술자 및 관리자, 정보통신 관련 분야, 통신 및 방송 장비 개발 분야 등이 있습니다."
정보통신공학과는 어떤 과인가요?,"4차산업혁명에 대비하여 정보통신기기 하드웨어개발, 임베디드 소프트웨어 엔지니어링 직무분야의 국가직무능력표준(NCS)을 적용하여 현장중심의 정보통신 중급전문가 인재를 양성하는 것이다. 이러한 목표를 달성하기 위해 기초적인 코딩이론부터 IoT실무를 적용할 수 있는 신규 교과과정을 개발하여 S/W 및 H/W 개발 엔지니어 양성 교육을 실시하고 있습니다."
정보통신공학과는 주로 어떤 과목을 배우나요?,"주요 교과목은 RF공학 실습, 인터페이스 설계, PCB 설계 실습, 사물인터넷 실습, 네트워크 관리실습, 자바프로그래밍 응용, 서버 구축 실습 등이 있습니다."
정보통신공학과의 취업분야는 어떻게 되나요?,"정보통신기기 HW 설계 및 제조통신 모듈 설계 및 제조, 대규모 데이터 센터 보안 및 유지 보수, 빅데이터 처리, 정보통신기기 관련 유지 보수, 소프트웨어 개발 및 유지 보수, 반도체 설계 및 제조 공정 유지 보수 등이 있습니다."
컴퓨터정보공학과는 어떤 과인가요?,"4차 산업혁명시대를 이끄는 소프트웨어 전문인력을 양성하기 위하여 웹(Web) 프로그래머, 앱(App) 개발자, SI/SM 프로그래머, 빅데이터 개발자, IoT 개발자, 클라우드 운영 및 관리자 등의 세부 교육과정을 운영하고 있습니다. 컴퓨팅적 사고능력 함양을 위한 기본 교육부터 수요형 인재양성을 위해 프로젝트 중심으로 자신만의 소프트웨어를 만들어보며, 문제 해결 능력을 키우는 것에 중점을 둔 교육을 실시하고 있습니다. 또한 전공심화과정을 개설하여 고도화된 소프트웨어 기술들을 교육하고 있습니다."
컴퓨터정보공학과는 주로 어떤 과목을 배우나요?,"주요 교과목은 자료구조, 데이터베이스, 웹 프로그래밍, 모바일 프로그래밍, S/W 프로젝트, 인공지능, 클라우드 컴퓨팅 등이 있습니다."
컴퓨터정보공학과의 취업분야는 어떻게 되나요?,"Web 소프트웨어 개발분야, 모바일 프로그래밍 분야, 상용 소프트웨어 개발 분야, 시스템 운영자, 데이터베이스 관리 분야 등이 있습니다."
컴퓨터시스템공학과는 어떤 과인가요?,"4차 산업혁명시대에 대비한 HW와 SW 산업의 신기술과 고도화 기술을 학습할 수 있는 실무 지향 중심의 교육과정을 통해 산업 현장에 빠르게 적응할 수 있도록 하며, 창의적인 문제 해결 능력을 갖춰 경쟁력 있는 정보기술 능력을 보유한 인재를 양성합니다."
컴퓨터시스템공학과는 주로 어떤 과목을 배우나요?,"주요 교과목은 C프로그래밍, 파이선프로그래밍, 머신러닝기초, IoT임베디드오픈플랫폼, 데이터베이스, 시스템보안, 웹보안 등이 있습니다."
컴퓨터시스템공학과의 취업분야는 어떻게 되나요?,"임베디드시스템, 모바일시스템, 디지털 홈 네트워크, 네트워크 및 보안, 웹 서비스, 개발언어 및 인공지능, 정보보안 등이 있습니다."
건설환경공학과는 어떤 과인가요?,"건설환경 전 분야에 걸쳐 필요한 구조, 토질, 수리, 건설재료, 측량, 환경 분야에 대한 이론 및 실습 교육을 통해 건설환경 분야의 특성을 이해하고, 토목구조물을 설계 하여 국내외의 건설 산업에서 설계, 시공, 관리, 운영, 환경 등 전 분야에 걸쳐 활동할 수 있는 전문 인력을 양성합니다."
